ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default.payment.next.month
8774,50000,1,1,1,58,1,0,3,-1,-1,0,18021,47956,51419,121,237071,1461,47556,9666,57272,10572,16863,4383,0
8775,300000,2,1,3,26,0,5,4,0,3,1,118125,12437,44335,4437,50414,5888,48423,43570,31003,3143,78647,3945,0
8776,30000,1,3,2,33,1,3,1,2,-1,4,32684,4252,8913,2730,27172,1806,4793,7589,7394,2359,6699,8793,0
8777,100000,2,2,2,33,3,6,0,2,1,0,52573,3349,100339,3384,36374,776,161600,2602,48136,5301,89593,6645,0
8778,100000,2,3,2,28,-2,1,0,8,2,0,18290,1331,108110,9362,74851,36035,15812,104,16906,2009,47664,10948,0
8779,150000,1,2,2,51,0,-2,-1,0,0,8,130174,25062,22621,4175,70996,1508,23197,3579,46102,10787,35238,2205,0
8780,300000,1,2,0,37,0,0,-1,-2,0,0,3799,2456,4158,6173,34431,1000,23856,13217,247196,937,7730,1639,0
8781,150000,2,1,2,68,1,3,-1,-1,-1,-1,158362,26535,27952,8988,81957,14712,225,10588,13501,15879,33841,12234,0
8782,10000,2,2,2,42,1,0,0,1,0,1,103760,22979,249168,3293,54153,34069,50045,18356,15919,4082,1001,4684,1
8783,200000,1,2,1,38,1,1,0,1,0,1,99891,22358,20905,4282,112382,5413,142629,14576,9144,15857,44422,12949,0
8784,80000,1,2,1,25,1,1,2,1,-1,4,3813,5492,44525,3381,2754,8468,48074,1954,31948,11370,28500,2445,1
8785,300000,1,1,2,29,0,6,0,1,3,4,98676,599,17637,786,45605,7690,11548,6481,35935,212,55631,575,0
8786,80000,2,2,2,37,2,0,0,3,-2,0,75694,2009,52485,7457,90251,20823,275051,11784,54372,24450,62368,706,1
8787,80000,1,2,2,26,-1,1,0,0,2,0,115706,1615,76024,12537,16605,2835,73239,16555,162951,11602,3327,15631,0
8788,20000,2,2,2,73,1,-1,-2,1,2,0,80008,9438,41658,5805,25825,4530,26075,251,40951,24079,126010,18440,0
8789,30000,1,2,2,25,-2,0,-1,2,-2,0,2897,2915,92261,3860,114565,1165,21328,5779,211167,6839,15960,20099,0
8790,300000,1,2,2,51,0,3,1,0,-1,-2,24964,10905,158169,4720,58385,1452,225004,4007,15105,13135,40552,5912,1
8791,150000,1,3,1,63,-1,1,0,0,1,0,18670,10202,2612,291,52873,5389,69654,8940,38047,8253,16374,9116,0
8792,10000,1,1,2,66,1,0,-1,0,0,1,72073,9,35612,10575,95545,4091,52907,3929,51065,3078,5689,8050,0
8793,30000,2,2,2,23,0,1,3,0,0,4,13157,1782,73379,6704,4200,3136,7548,4728,20310,1877,29137,1761,1
8794,20000,2,2,2,38,-1,-1,1,-2,0,1,21360,1344,9957,7675,19676,4721,240692,3995,5174,7485,48015,16677,1
8795,10000,1,2,2,67,2,2,0,4,0,1,26644,5393,16370,1759,117175,1200,71777,26514,109301,1084,76060,20903,1
8796,300000,2,1,1,39,-2,2,4,0,0,0,8751,1358,110258,6254,157829,6848,36141,10057,48363,1014,115323,16940,0
8797,200000,2,1,0,34,0,2,5,0,0,1,119123,19238,24054,661,9440,6672,322,4210,5330,13943,36738,13612,0
8798,80000,2,3,2,39,4,0,0,7,-2,0,4834,8325,21633,10853,24211,1916,4568,8723,92071,10408,60902,10046,0
8799,20000,1,2,2,38,2,-2,3,3,0,0,49268,382,32254,3934,29151,12478,45602,8697,72085,1436,9772,7882,1
8800,10000,1,2,1,24,1,2,0,2,0,-1,105068,14722,2055,16909,32151,2402,477,2660,25427,14679,37259,1618,0
8801,150000,2,2,2,60,-1,-1,1,7,0,-1,35360,3848,38564,10069,67506,1486,10973,4153,71306,7744,71600,5213,0
8802,20000,1,1,1,72,2,5,0,0,1,0,69973,2179,691,6474,40173,1443,4654,17900,1425,1267,21582,6578,1
8803,10000,1,2,2,56,0,1,2,0,-1,0,41608,16436,30651,6299,26213,2087,13320,2913,40436,121,20770,5409,0
8804,20000,1,2,1,64,-1,-2,0,-1,-2,1,76552,405,25212,5783,42627,818,48310,3056,50986,42498,7514,12938,0
8805,150000,1,2,2,58,7,-1,-2,1,0,0,10336,201,133215,23829,79015,18130,56878,35883,42093,1890,3259,8348,1
8806,150000,2,1,1,61,-1,1,-1,0,0,0,127,25854,15740,6271,173177,8810,2929,19516,184586,3691,43456,26990,0
8807,100000,2,3,1,23,1,8,0,0,2,-1,16390,1374,59261,2084,46126,1402,112525,7918,1835,3175,21159,917,0
8808,80000,1,1,2,59,0,-1,-1,-1,2,2,46066,4663,26173,26024,82218,2479,10793,1399,92767,7962,14526,7876,0
8809,30000,2,1,2,34,2,-1,0,0,0,0,9829,2256,26027,42920,83169,11447,73784,14042,92774,14817,28988,1910,1
8810,30000,2,2,1,40,0,1,0,0,0,0,53652,6145,110280,3843,132655,3237,63318,2317,17645,15135,67393,4364,0
8811,300000,2,2,2,35,3,1,0,1,0,0,1506,10452,116547,589,20611,427,32895,11060,14886,4020,43203,28435,0
8812,50000,2,2,2,48,1,3,5,0,2,1,121081,2075,37532,3140,185254,6597,5879,2009,17442,14424,102437,4087,0
8813,300000,2,2,1,32,0,3,-1,5,-1,3,104399,7123,44055,4140,75420,5660,16016,3845,12894,13359,8486,1019,1
8814,50000,1,2,2,56,5,1,0,2,0,3,69426,7906,9934,180,118651,8396,68469,5120,8138,2103,128627,10328,1
8815,20000,2,1,1,58,0,0,3,0,4,0,105531,17203,43661,1269,81013,2076,66490,3679,16508,6930,50748,15848,0
8816,50000,2,3,2,23,3,1,0,1,-1,3,50314,3300,79857,7199,117059,7281,60294,850,88047,6322,5876,7942,1
8817,100000,1,1,2,56,2,-1,7,0,-2,4,3959,1256,119852,10081,8951,6210,197297,1673,50282,1027,72302,25322,0
8818,100000,1,1,1,25,1,-1,-1,0,0,-1,47119,14630,46849,2544,1645,27061,75047,7008,5157,7230,9241,13752,1
8819,80000,1,1,1,59,0,1,-2,0,0,-1,38448,3545,23423,9660,16078,4466,76670,3616,22338,375,33308,12856,0
8820,10000,2,2,2,34,0,0,-2,1,1,0,33040,4924,35448,5742,25117,1605,50296,13740,1514,4206,89584,9887,0
8821,30000,2,1,1,37,1,2,1,0,2,-1,40989,11688,80094,2054,407,23940,7766,8114,13398,8828,38069,16020,0
8822,80000,1,1,1,28,1,-1,0,1,0,0,135686,2849,237805,1028,18587,1920,62202,869,6978,24529,114031,440,0
8823,100000,2,2,0,58,0,8,1,0,0,0,23975,10398,33991,17597,6106,1608,16459,4379,62531,9987,25800,5566,1
8824,10000,1,1,2,33,2,0,4,0,-2,-1,51936,873,163460,4914,86459,6338,4893,3534,24906,11543,40312,4859,1
8825,300000,1,1,1,28,0,3,1,0,1,0,95723,4028,69632,1413,5386,2431,63520,8064,11413,18053,43164,2444,0
8826,30000,2,1,1,61,2,0,2,-1,0,0,140766,1788,89988,2108,10048,7823,118987,6828,987,4579,61376,19161,0
8827,30000,1,2,2,72,7,0,0,0,0,0,18414,8154,3066,1206,29913,1930,6621,2334,15860,1389,93414,2218,1
8828,20000,2,3,1,71,8,0,0,-1,0,0,29799,5416,40021,17803,90332,956,38031,131,9955,11673,220453,894,0
8829,200000,1,1,1,33,3,3,0,2,0,-2,55176,28836,18527,1979,151785,157,32568,281,8849,5560,70074,1176,1
8830,30000,1,2,2,37,3,1,-2,2,1,1,7557,23447,41721,18417,2662,9250,27270,5593,171164,10343,5387,2270,0
8831,100000,1,3,2,45,2,-1,0,2,2,4,49693,1362,11913,14953,4644,32307,29393,18506,103332,8378,15557,4634,0
8832,20000,2,1,2,31,1,0,1,1,0,0,2678,9343,73573,5774,12163,11817,170517,409,25513,8965,47652,6711,1
8833,150000,1,3,1,68,-1,-2,0,-2,2,0,163887,562,15484,12135,63162,981,89769,7629,85661,6151,42188,1915,0
8834,50000,1,3,1,54,-1,1,1,0,2,4,61465,54048,15064,3686,19499,835,4631,6534,1787,16485,90073,3934,0
8835,300000,1,1,1,65,1,0,0,1,2,0,2131,1986,21052,6559,2870,16869,106482,11273,97435,7842,36956,6384,0
8836,300000,2,1,1,62,1,-1,0,2,-1,1,62615,34007,61169,1687,76138,3890,77010,4088,12191,22420,5202,14155,0
8837,150000,2,3,2,49,0,2,0,-1,-1,0,4561,8164,71074,9600,25290,2766,25513,2878,36028,12306,108138,9337,1
8838,200000,2,1,2,32,4,0,0,0,2,0,4365,8145,67979,6249,145,5609,10584,503,106615,158,191692,1586,0
8839,30000,2,1,2,60,0,1,1,0,0,-1,587,5193,113875,1416,71179,596,62407,5737,33016,2413,14999,6429,1
8840,80000,2,2,1,61,0,1,3,3,1,5,20264,7140,31300,2002,22823,3955,48398,5073,8838,156,68839,17354,0
8841,20000,1,1,1,22,3,0,3,-2,0,4,544,2361,29312,10043,54663,1515,3318,36744,3317,8235,53190,6124,1
8842,150000,1,3,2,27,0,-1,-2,5,1,-2,15247,6575,21656,9192,20427,11117,1063,10394,43977,13034,727,6619,0
8843,200000,1,1,1,71,-2,1,-1,3,0,-1,44161,14884,47639,5121,3977,4030,116869,2407,41674,15666,71315,5861,0
8844,300000,1,1,1,32,-1,0,-1,0,-1,-1,147695,8998,36338,5002,50092,8464,15379,19894,15751,3286,21758,2400,0
8845,150000,2,2,1,36,1,7,3,-1,0,1,117867,3890,43849,97,9362,16174,16616,5117,62693,2344,79846,3526,1
8846,200000,1,2,2,51,0,1,-1,0,4,0,125325,5462,85274,1572,18158,4273,94557,8768,28755,2924,5594,1836,0
8847,300000,2,3,1,40,0,0,1,2,0,0,104773,3364,14611,6838,74969,1059,83295,133,9252,15839,103760,7279,0
8848,100000,2,2,3,35,2,4,1,1,-1,0,8517,6875,9283,6029,34017,11450,18984,5564,52503,1271,23376,6070,0
8849,20000,2,4,1,34,0,0,1,0,0,2,39881,5279,242681,2784,4081,2104,6463,7415,43262,3397,40647,5747,1
8850,20000,1,2,3,29,0,-1,1,0,0,0,33633,2769,39051,22641,9835,1733,88450,363,12100,5428,21815,3852,1
8851,50000,2,2,1,37,-1,0,0,1,1,0,63323,3982,27276,2471,9569,4243,55406,2610,124822,10328,13732,8862,0
8852,300000,1,2,2,39,-1,0,1,0,0,1,44651,9626,23681,4862,42349,14489,13781,8823,29599,10082,40050,9226,0
8853,150000,2,3,2,43,0,0,1,4,-1,-1,75679,2051,86189,7988,32900,2690,9630,10948,15200,3907,180507,7665,0
8854,20000,1,2,2,64,0,3,-1,1,3,0,103013,4868,86092,12451,17841,8051,6138,13368,22573,883,12074,3614,1
8855,200000,1,1,2,66,0,-2,0,0,0,0,76947,7943,44694,10454,240995,7668,2163,6972,40284,10910,41777,8427,0
8856,150000,2,1,2,51,1,0,2,-2,1,0,12914,2636,36811,18620,15399,17481,38459,730,4345,26563,19386,18750,0
8857,300000,2,3,1,54,-1,0,0,7,0,3,40632,973,90650,12188,31700,2415,139879,4454,65482,4364,97639,1748,0
8858,200000,1,2,2,63,-1,0,0,0,6,2,90,79,55309,7005,17633,3204,14721,2876,100253,585,43417,12439,0
8859,30000,1,1,2,39,3,0,5,0,1,0,15131,1738,5293,18376,23345,16182,10198,1395,287208,338,42638,698,1
8860,10000,2,2,1,56,1,3,0,0,5,0,48778,2706,58553,1326,18177,4938,10551,6416,118867,2844,4257,11007,0
8861,20000,2,3,2,48,1,3,1,-2,2,-2,19380,13095,92785,236,6866,5753,69370,16073,65,4850,66110,19154,1
8862,20000,2,1,1,21,0,-1,1,0,0,-1,99066,1052,104131,15538,164016,12637,35674,17836,66086,3287,9797,391,1
8863,50000,1,1,2,45,1,0,5,4,1,0,92226,10694,9398,1527,74527,27873,190615,6820,84759,11488,22035,3657,0
8864,100000,2,2,1,35,0,1,0,0,1,-2,14745,946,51298,7258,76157,8935,106143,521,2437,17560,13498,9423,0
8865,50000,1,1,0,66,-1,5,-1,-1,1,-1,941,2622,29501,29919,101,4867,6830,3113,21100,2309,72504,3367,1
8866,300000,2,2,2,61,0,2,7,-1,-1,1,98014,1303,20614,1048,32405,4208,17983,6409,2303,19379,108487,2877,0
8867,50000,2,1,3,39,1,1,0,0,1,5,137838,11990,44585,3337,33113,14046,12691,1042,68988,944,3063,8255,1
8868,100000,2,2,1,63,0,0,0,-1,0,0,21270,4256,2400,894,6630,4749,5224,17622,32799,46234,64725,18434,0
8869,100000,1,1,0,41,1,0,0,0,0,-1,21822,7859,98531,5062,47058,3599,2824,15873,133311,14499,94699,6654,0
8870,10000,1,1,1,54,-1,0,2,0,-1,4,26847,13349,6630,5496,10010,10586,110449,6504,37759,44164,35135,536,0
8871,200000,1,1,1,57,0,0,-2,-1,2,-2,77191,11900,15665,5961,127694,6879,41003,18093,16469,7600,26401,3288,0
8872,30000,1,1,2,38,1,0,2,0,0,1,160962,3304,40947,10791,7431,14548,85235,10339,17490,6505,69595,7126,1
8873,100000,2,1,1,74,0,0,5,0,0,1,7890,5499,29144,6088,14839,3796,9597,5281,25065,1112,48916,1727,0
8874,30000,2,1,2,68,1,1,1,2,1,4,60716,625,62005,4132,9139,2254,32866,7127,65933,7336,46665,1497,0
8875,20000,2,2,2,64,1,0,-2,-2,7,7,21520,4044,73106,7598,55679,10715,46425,15488,2954,22022,19417,14708,0
8876,80000,1,1,2,26,0,-1,5,0,-2,0,63222,1928,99196,2287,53160,5368,97825,8078,1892,49,55749,10011,1
8877,10000,1,1,1,31,0,-2,-2,-1,-1,-2,6504,872,4058,623,52268,2373,5800,4183,26691,47677,81676,43410,0
8878,300000,2,2,2,57,4,0,1,0,0,0,131156,7908,56479,2027,19066,4441,28118,5211,108792,2745,14463,995,1
8879,150000,2,3,2,74,1,0,-2,-1,2,0,26380,10093,96646,3814,11163,14988,105767,31483,62413,4024,780,10663,0
8880,30000,1,2,1,44,-2,4,0,0,3,1,45975,6158,82937,4026,103058,16489,30603,8399,108374,5084,84080,5506,0
8881,50000,1,2,2,25,-1,1,1,1,-1,4,54858,252,131137,13570,17138,1389,174602,25890,27975,2201,37373,2919,0
8882,100000,1,3,1,69,2,2,4,0,0,0,21518,13250,29558,4064,37602,407,5931,836,56786,3661,21028,2007,0
8883,30000,1,1,1,70,0,-1,-2,-1,0,5,11958,9124,25057,14073,24057,6364,98562,1715,29904,9391,64052,7955,0
8884,150000,2,2,3,29,-1,-1,2,0,0,0,118,9875,62492,16598,31459,17664,4476,1918,121122,1406,10218,902,0
8885,100000,1,2,2,50,0,-1,0,-1,1,2,45736,7392,6656,2660,99866,27966,33625,2772,21231,3023,20179,2346,0
8886,300000,2,1,2,31,1,1,1,1,0,0,70878,4601,112474,20504,60492,971,89972,17016,186180,1026,87000,2377,0
8887,80000,2,2,1,60,1,1,0,2,-2,-2,31834,3450,16416,1748,42263,27263,5254,3120,6099,2479,25853,715,0
8888,50000,2,2,2,32,1,0,0,-2,-2,0,77964,30932,51753,14349,3635,4993,56936,10850,73289,3622,18887,6542,0
8889,30000,1,3,1,40,2,-1,-1,1,0,-1,133294,13080,63089,5736,38584,2964,40283,10524,31567,440,22454,13676,1
8890,10000,2,3,2,21,0,0,0,0,0,0,175863,41007,55971,3470,8273,2673,3660,7159,29624,34505,3030,2089,0
8891,30000,2,1,2,52,0,0,3,-1,-2,0,30123,19799,77658,3843,20575,6635,13749,7134,71653,22811,180757,1947,0
8892,30000,2,1,1,36,0,-1,-1,0,0,0,22890,9903,18799,626,30161,6624,83845,5473,18623,8494,81659,14202,1
8893,150000,1,1,2,60,0,0,5,0,-1,2,22265,2691,3220,2896,52035,16547,62712,233,170773,1404,24863,8852,0
8894,150000,2,1,1,69,1,2,-1,0,3,2,4463,3659,26758,3759,1362,7929,39327,7106,131878,39948,96123,1800,0
8895,10000,2,2,1,61,1,3,-2,0,0,0,99687,2112,83308,919,33592,600,116233,196,3307,1712,50892,7307,1
8896,30000,2,1,1,30,3,0,0,1,0,0,5718,9120,28359,14820,56583,3176,7840,4667,15698,3827,39038,11806,0
8897,200000,1,3,1,29,0,0,8,-1,-1,0,44869,5306,48319,7065,54066,19146,156946,9528,159540,6573,63353,16347,0
8898,300000,1,1,2,41,1,0,2,0,2,1,18574,18625,183220,13645,47506,4584,40084,2983,64263,6109,5865,11979,1
8899,150000,2,1,2,55,0,1,0,4,-1,3,26779,7256,37208,3925,36325,4415,8808,20986,50718,883,23633,5650,0
8900,150000,2,3,1,53,3,0,2,-2,0,0,51148,7712,40388,1826,8475,11177,495,4624,45886,1070,3657,2108,1
8901,200000,1,2,2,70,0,1,2,2,1,1,19274,4303,4759,8419,31368,64,8736,7274,6427,12805,3505,877,0
8902,100000,1,2,1,73,2,-2,0,0,6,0,15963,3397,15881,11740,59425,17452,49183,8075,40620,2512,714,6449,1
8903,30000,1,2,2,70,2,1,-2,0,0,0,5652,2355,18718,7435,32,913,23891,5960,25955,15077,87793,10419,0
8904,10000,2,1,2,58,0,0,3,-2,-1,0,23148,13241,27783,3569,36522,16954,2353,1484,72565,3294,125617,8533,1
8905,150000,1,2,2,48,0,1,0,0,0,-2,283842,2178,33946,24620,13872,60,3046,3459,78443,15552,27379,6068,0
8906,10000,1,2,2,64,-1,4,0,2,0,0,134217,13418,19486,15979,67862,11878,35172,5014,235764,11441,5803,19207,1
8907,10000,1,1,0,47,4,5,0,2,1,-1,14935,43821,125439,22417,44702,17727,165913,32841,64168,10277,7313,5322,0
8908,300000,1,1,2,39,1,0,0,0,2,-1,31921,3774,47712,7010,5416,906,621,5613,49518,23743,110952,2067,1
8909,150000,2,2,0,65,2,-1,1,3,0,0,67188,24240,34813,13756,63237,9904,9774,1670,3363,3064,76121,3637,1
8910,50000,1,1,2,46,1,4,0,0,1,-1,61127,2590,17852,10432,12525,17589,24937,8142,43882,8158,51902,4728,0
8911,100000,2,2,3,30,-1,0,4,-1,0,4,83204,650,71633,21598,849,3537,6908,1740,9597,17947,48409,7602,1
8912,10000,1,2,2,45,0,0,0,5,4,0,40672,9686,19026,1175,145359,8394,47752,9605,123561,429,61389,4982,0
8913,150000,2,1,1,21,0,-1,0,0,0,-1,12819,12209,130667,3231,288666,8117,12528,2552,27644,504,53967,15711,0
8914,100000,2,1,0,71,0,4,-2,0,-1,6,20458,13499,125096,730,13240,13731,37486,1393,27244,23010,4070,4603,0
8915,50000,2,2,1,68,-1,5,0,0,0,0,3286,4872,20848,963,35297,19421,249015,2396,48979,2191,142694,5149,0
8916,150000,2,2,2,48,1,5,1,0,-1,2,74907,6747,78114,1208,2055,5960,88829,4391,47828,11192,55975,11042,0
8917,30000,1,1,2,50,0,0,1,-1,0,0,26211,1300,52564,12076,113447,3855,9199,2998,68715,4180,22853,8095,0
8918,10000,2,2,2,24,0,3,-1,1,2,-1,61466,24753,150474,6085,21478,11980,39221,2667,49855,8153,2291,27,0
8919,50000,2,2,2,74,-1,1,7,-2,-1,1,123854,9737,69369,11380,25243,5541,2423,9986,1339,1772,32368,1375,0
8920,30000,2,1,1,55,1,0,0,1,-1,0,51334,1390,210162,2193,39185,1868,25132,1939,49718,2613,88414,12707,0
8921,10000,2,2,3,24,0,2,0,2,-1,0,17648,1135,116527,5795,22866,9769,15029,5281,25166,517,7923,10837,0
8922,20000,2,2,2,63,3,0,1,0,0,2,13111,31056,15855,5232,14008,1866,2751,1217,133734,55934,30790,5230,0
8923,80000,1,1,1,25,-1,2,1,2,-1,0,48544,40995,80892,2710,180249,26,1833,5975,268901,6401,162427,1532,0
8924,200000,2,2,2,67,5,5,0,0,2,0,51131,1404,10996,9962,52846,1775,176280,7005,52809,8180,38132,4188,1
8925,10000,2,3,2,24,3,1,2,0,1,-1,18087,19629,1089,309,35411,48421,32010,34999,5033,5652,16925,11299,1
8926,50000,2,1,2,39,0,4,1,-1,4,0,129716,7407,6159,7403,35598,15382,77102,2138,46009,12512,1472,3374,0
8927,50000,2,1,3,48,3,0,5,1,4,-1,42457,7903,131996,1996,31655,269,133688,3819,158741,2371,7894,21690,0
8928,80000,2,2,2,43,0,0,2,0,0,-2,59963,2126,38718,12120,18211,10379,59052,14021,9510,317,21456,8779,0
8929,150000,1,1,1,22,0,0,0,0,0,0,11508,40292,26944,11852,5659,9247,22400,2751,21251,22602,31461,10423,0
8930,200000,1,3,1,48,3,0,1,-1,1,6,68686,6957,7695,3952,102923,3348,17167,4077,108519,4672,28567,31954,1
8931,100000,1,2,1,62,2,0,0,-1,1,1,14890,4181,19040,1258,41877,3588,52539,18695,15608,2690,10515,19883,1
8932,10000,2,3,1,31,0,1,0,0,-2,2,31967,6950,45880,15778,23551,25206,1724,705,1652,8178,8599,3468,1
8933,150000,2,2,1,67,-1,-1,1,0,0,0,55779,3383,82543,1760,9345,2534,4865,1065,28899,6862,83983,7208,0
8934,30000,1,1,1,50,0,0,0,1,0,0,2870,2138,47750,1647,49397,431,11082,6972,110735,847,7850,9448,1
8935,100000,2,2,1,42,2,0,0,0,0,-1,43894,18720,45942,12120,33916,10386,129262,8674,48121,27365,138396,4650,1
8936,200000,1,2,1,61,1,6,0,-1,0,0,26412,17446,97639,10346,235,14868,58218,5176,83683,12393,22841,12154,0
8937,150000,2,2,2,37,-2,0,1,0,0,0,48478,7731,128098,13540,21825,11018,63491,38,110568,243,23938,11585,0
8938,100000,2,3,2,44,0,4,3,5,0,1,1307,7569,1584,18421,3702,20519,155046,9627,21834,19506,45834,9688,0
8939,300000,2,2,1,58,1,4,5,3,2,2,24339,2891,26261,20076,65418,1562,32889,4720,17017,1831,22916,920,0
8940,300000,1,1,1,56,3,0,-1,0,0,1,58592,1432,12210,12543,16061,2796,121492,5174,8791,7950,153904,7053,1
8941,10000,1,2,2,42,6,-2,0,2,6,1,90021,8539,17615,5060,9259,18927,612,1475,11109,194,3196,3631,1
8942,10000,1,1,1,33,2,1,0,0,0,-2,23811,2126,133258,2524,13692,7504,47916,2780,17174,2355,115886,5713,1
8943,10000,1,1,1,46,3,-1,1,-1,0,0,7790,10572,48010,7096,12062,2807,21660,20678,27318,2744,69858,2515,1
8944,200000,1,1,2,61,0,1,0,2,0,4,41046,709,8069,2817,20132,10713,7762,4324,147097,7547,31952,5002,0
8945,150000,1,1,2,73,3,-1,0,0,0,2,25501,3763,22906,7362,124304,316,67,12086,6300,3477,124456,2039,1
8946,30000,2,3,1,57,4,-2,1,-1,1,3,49545,17079,46945,12173,106100,527,893,1795,97074,3432,51776,1722,1
8947,20000,1,1,0,39,1,-2,-1,0,0,-1,5100,7857,99671,5995,99837,1026,10508,9627,69666,7197,10944,3612,0
8948,50000,1,2,0,45,0,1,-1,0,0,2,104313,2324,71434,16777,17922,18763,22115,6771,6517,13478,59679,7776,0
8949,30000,1,2,2,39,2,2,0,0,2,0,9180,3040,23248,21362,26573,18814,42043,16920,44946,3647,5516,2427,0
8950,150000,1,3,2,73,1,3,3,3,3,0,25235,23139,22151,10301,13759,2237,7794,3604,27037,1662,82040,2271,0
8951,200000,2,2,1,51,2,1,0,0,-1,2,9229,1916,1940,4740,79590,6175,33331,1955,3720,11708,35040,15662,0
8952,100000,1,2,1,37,0,0,0,2,1,0,8004,25970,97709,14977,4955,26690,70920,16194,14147,17598,119467,4011,1
8953,30000,1,2,2,46,-1,1,0,8,-2,-1,366993,1479,4518,4477,120602,9313,70095,6259,9698,17331,13219,2790,1
8954,100000,1,3,1,59,4,1,4,0,-1,8,42300,848,82181,5363,1027,3616,46408,1327,19688,6110,10077,4267,1
8955,20000,1,1,3,64,5,1,2,0,0,-1,30166,1626,37150,11828,82063,6280,53103,14944,72091,34197,83587,3961,1
8956,150000,2,2,1,68,6,0,0,-1,-1,2,53707,23090,53156,9551,54442,21741,13020,2827,52512,28692,160388,10128,1
8957,150000,2,4,1,65,5,1,2,2,-1,4,78196,10294,114133,6032,5055,5508,115529,8080,69760,13565,133165,1133,0
8958,50000,2,3,1,28,0,0,6,0,2,1,147726,1952,44583,1779,64624,12902,31067,77,47089,5834,6315,7355,0
8959,200000,1,1,2,32,1,0,1,1,0,0,56236,3840,45519,4676,12537,7586,3023,13256,101212,1179,5187,3190,0
8960,50000,1,2,2,69,3,1,0,-1,0,0,97502,1725,58229,384,121084,7964,37231,2842,63011,6629,5895,753,1
8961,150000,1,1,2,46,-2,1,0,1,4,-1,91126,13094,60221,5076,121913,12338,41751,8965,1224,2361,92422,5280,1
8962,50000,2,2,1,36,-1,-1,0,0,3,2,56800,9174,8773,5869,84889,10781,128488,430,67473,4605,38566,1210,0
8963,80000,2,2,2,68,-1,-2,1,0,1,1,14354,5009,141746,12168,28345,2761,19125,846,201403,6637,43743,8488,0
8964,150000,1,1,0,62,0,3,2,0,1,-1,39323,11774,7540,24447,89938,1765,16285,1165,68425,1765,22103,1576,0
8965,30000,1,3,2,53,0,1,0,2,-1,0,15338,3412,14120,4987,93087,12543,40595,10033,96100,14435,31477,2169,0
8966,80000,1,1,1,37,0,3,-2,3,0,0,98008,5403,81156,545,11170,1727,8640,36,21974,7158,29833,6468,0
8967,30000,2,3,1,25,0,0,-1,3,-1,0,0,14834,116401,324,78738,34710,43059,20597,53351,6616,55331,4770,0
8968,80000,1,3,3,24,3,7,3,2,0,0,716,15852,6174,5060,23289,4439,63146,4076,58250,18083,34676,8338,1
8969,30000,2,1,2,23,0,0,1,0,1,0,2855,13417,50424,36814,12142,5965,70899,12481,10853,5729,131096,1451,1
8970,150000,2,2,2,21,1,4,2,0,-2,-2,80020,993,52026,4290,6959,3809,211896,2020,49552,4483,75939,17214,1
8971,10000,2,1,1,28,6,1,1,-2,-1,0,22998,11687,108119,28710,18554,20463,6878,6077,33641,24124,6268,4027,1
8972,300000,2,1,1,39,1,0,3,0,-1,0,78626,1311,17357,1695,156025,3904,117906,5877,9722,6960,64263,1610,1
8973,300000,1,3,2,46,-2,0,-2,3,0,-2,56157,16577,15245,3483,188131,363,1842,7135,51537,2129,18897,7629,0
8974,80000,2,1,1,56,-1,1,0,1,0,0,36130,5,54264,1904,57112,14,14608,2438,28484,1693,3610,1076,0
8975,300000,1,2,1,66,2,1,-1,7,0,0,7831,16229,27130,6015,45357,185,1543,8213,10963,9610,9221,5496,0
8976,100000,2,3,2,72,0,0,0,0,3,2,87693,3966,1516,1784,71457,6918,135417,643,124748,15628,6415,10910,0
8977,80000,1,1,1,21,0,4,3,0,0,4,90472,10511,90794,3943,656,13613,12497,2334,13917,1744,72921,6226,0
8978,30000,2,2,3,37,3,1,0,1,0,0,8292,5228,18590,3085,28448,18326,50758,3968,191683,8785,71069,2944,1
8979,200000,2,2,1,56,1,-1,-1,2,0,1,51791,6347,78192,16625,12491,10849,40792,9474,51297,1140,15039,21115,0
8980,50000,2,2,3,58,1,-1,0,1,5,0,1070,543,195942,3793,40944,7990,145749,2614,78921,1844,5035,2526,0
8981,30000,1,3,2,48,1,2,0,0,3,-1,11929,7081,82310,3028,87491,3912,75214,2518,39534,10350,5019,5259,1
8982,100000,2,2,1,34,1,0,1,0,0,0,22815,4009,88968,6035,11690,4284,7241,26309,5670,9166,14582,4753,0
8983,200000,2,2,2,65,2,6,-2,0,1,-2,29508,6640,116644,15652,4360,14309,150115,16303,52237,2542,25161,3974,0
8984,300000,2,3,2,42,1,1,0,1,0,7,29158,9357,37802,16354,9344,1279,19787,2426,22664,5145,6803,189,0
8985,100000,2,3,2,56,-1,0,1,-1,0,1,5681,5240,6408,4603,25677,13622,27060,7645,35585,1311,11167,18834,0
8986,80000,1,2,2,74,0,5,1,2,2,0,9923,7674,29773,11007,15779,3135,47176,10211,183267,2685,1141,23564,0
8987,20000,1,2,1,31,-1,-1,1,1,-1,1,42821,1802,32734,3026,2226,2991,3380,2919,24805,408,60247,6439,1
